Wall time,Step,Value
1723144255.829151,28,7.675585746765137
1723160907.7346983,29,7.489709377288818
1723180768.2526536,30,7.329990863800049
1723198529.0788631,31,7.192746639251709
1723220447.8663723,32,7.07991361618042
1723234701.4485614,33,6.978709697723389
1723251085.3025105,34,6.887470245361328
1723264739.9206579,35,6.802945137023926
1723279909.0076883,36,6.740991592407227
1723292367.9654725,37,6.679739952087402
1723307212.971885,38,6.632669448852539
1723319548.8733525,39,6.582437038421631
1723334354.6949446,40,6.537415981292725
1723346610.4551375,41,6.4991254806518555
1723361755.9241889,42,6.470346450805664
1723373633.8226976,43,6.445234298706055
1723389712.275243,44,6.414360046386719
1723402657.1061149,45,6.390007495880127
1723419307.3381634,46,6.37331485748291
1723431882.7224143,47,6.359777927398682
1723447184.998631,48,6.335153102874756
1723461768.2981243,49,6.325835227966309
